Datetime,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fv/Fm
,0,,,D,,"Device Nr: #1, JUNIOR-PAM-II (CFMG0361A) ",,,,,
2022-04-04 10:06:18,0,2022-04-04,10:06:17,SLCS,,Light Curve start ,,,,,
2022-04-04 10:06:18,0,2022-04-04,10:06:17,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.024, ETRmPot: 56.631 ) ",,,,,
2022-04-04 10:06:18,0,2022-04-04,10:06:17,REG2,,"#1: alpha: 0.270, ETRm: 69.925, Ik: 259.097 ",,,,,
2022-04-04 10:06:19,1718,2022-04-04,10:06:19,FO,1,84,355,0,0.763,0,0.763
2022-04-04 10:06:30,12021,2022-04-04,10:06:29,F,2,125,370,45,0.662,12.5,0.763
2022-04-04 10:06:40,22323,2022-04-04,10:06:39,F,3,124,357,66,0.653,18.1,0.763
2022-04-04 10:06:50,32619,2022-04-04,10:06:50,F,4,126,362,90,0.652,24.6,0.763
2022-04-04 10:07:01,42918,2022-04-04,10:07:00,F,5,127,351,125,0.638,33.5,0.763
2022-04-04 10:07:11,53217,2022-04-04,10:07:10,F,6,149,339,190,0.56,44.7,0.763
2022-04-04 10:07:21,63519,2022-04-04,10:07:21,F,7,177,315,285,0.438,52.4,0.763
2022-04-04 10:07:31,73816,2022-04-04,10:07:31,F,8,176,270,420,0.348,61.4,0.763
2022-04-04 10:07:42,84114,2022-04-04,10:07:41,F,9,168,232,625,0.276,72.5,0.763
2022-04-04 10:07:45,87356,2022-04-04,10:07:44,SLCE,,Light Curve end ,,,,,
2022-04-04 10:11:37,319053,2022-04-04,10:11:36,SLCS,,Light Curve start ,,,,,
2022-04-04 10:11:37,319053,2022-04-04,10:11:36,REG1,,"#1: alpha: 0.247, ETRm: 89.161, Ik: 361.026   ( beta: 1.008, ETRmPot: 1108.512 ) ",,,,,
2022-04-04 10:11:37,319053,2022-04-04,10:11:36,REG2,,"#1: alpha: 0.218, ETRm: 88.382, Ik: 404.516 ",,,,,
2022-04-04 10:11:38,320784,2022-04-04,10:11:38,FO,10,81,284,0,0.715,0,0.715
2022-04-04 10:11:49,331074,2022-04-04,10:11:48,F,11,127,273,45,0.535,10.1,0.715
2022-04-04 10:11:59,341373,2022-04-04,10:11:58,F,12,118,245,66,0.518,14.4,0.715
2022-04-04 10:12:09,351673,2022-04-04,10:12:09,F,13,110,230,90,0.522,19.7,0.715
2022-04-04 10:12:20,361970,2022-04-04,10:12:19,F,14,104,212,125,0.509,26.7,0.715
2022-04-04 10:12:30,372272,2022-04-04,10:12:29,F,15,100,199,190,0.497,39.7,0.715
2022-04-04 10:12:40,382572,2022-04-04,10:12:40,F,16,100,182,285,0.451,54,0.715
2022-04-04 10:12:50,392870,2022-04-04,10:12:50,F,17,100,160,420,0.375,66.2,0.715
2022-04-04 10:13:01,403167,2022-04-04,10:13:00,F,18,95,138,625,0.312,81.9,0.715
2022-04-04 10:13:04,406030,2022-04-04,10:13:03,SLCE,,Light Curve end ,,,,,
2022-04-04 10:14:09,470967,2022-04-04,10:14:08,SLCS,,Light Curve start ,,,,,
2022-04-04 10:14:09,470967,2022-04-04,10:14:08,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.019, ETRmPot: 72.363 ) ",,,,,
2022-04-04 10:14:09,470967,2022-04-04,10:14:08,REG2,,"#1: alpha: 0.237, ETRm: 80.369, Ik: 338.832 ",,,,,
2022-04-04 10:14:10,472658,2022-04-04,10:14:10,FO,19,104,388,0,0.732,0,0.732
2022-04-04 10:14:21,482961,2022-04-04,10:14:20,F,20,153,356,45,0.57,10.8,0.732
2022-04-04 10:14:31,493256,2022-04-04,10:14:30,F,21,142,327,66,0.566,15.7,0.732
2022-04-04 10:14:41,503560,2022-04-04,10:14:41,F,22,129,307,90,0.58,21.9,0.732
2022-04-04 10:14:51,513854,2022-04-04,10:14:51,F,23,124,282,125,0.56,29.4,0.732
2022-04-04 10:15:02,524156,2022-04-04,10:15:01,F,24,118,254,190,0.535,42.7,0.732
2022-04-04 10:15:12,534447,2022-04-04,10:15:12,F,25,115,210,285,0.452,54.1,0.732
2022-04-04 10:15:22,544754,2022-04-04,10:15:22,F,26,107,168,420,0.363,64,0.732
2022-04-04 10:15:33,555049,2022-04-04,10:15:32,F,27,95,136,625,0.301,79,0.732
2022-04-04 10:15:36,558207,2022-04-04,10:15:35,SLCE,,Light Curve end ,,,,,
2022-04-04 10:17:04,646691,2022-04-04,10:17:04,SLCS,,Light Curve start ,,,,,
2022-04-04 10:17:04,646691,2022-04-04,10:17:04,REG1,,"#1: alpha: 0.294, ETRm: 91.206, Ik: 310.018   ( beta: 2.755, ETRmPot: 2444.556 ) ",,,,,
2022-04-04 10:17:04,646691,2022-04-04,10:17:04,REG2,,"#1: alpha: 0.258, ETRm: 92.019, Ik: 356.408 ",,,,,
2022-04-04 10:17:06,648441,2022-04-04,10:17:06,FO,28,75,290,0,0.741,0,0.741
2022-04-04 10:17:16,658735,2022-04-04,10:17:16,F,29,120,276,45,0.565,10.7,0.741
2022-04-04 10:17:27,669035,2022-04-04,10:17:26,F,30,121,269,66,0.55,15.2,0.741
2022-04-04 10:17:37,679336,2022-04-04,10:17:36,F,31,113,261,90,0.567,21.4,0.741
2022-04-04 10:17:47,689628,2022-04-04,10:17:47,F,32,111,257,125,0.568,29.8,0.741
2022-04-04 10:17:58,699928,2022-04-04,10:17:57,F,33,111,256,190,0.566,45.2,0.741
2022-04-04 10:18:08,710212,2022-04-04,10:18:07,F,34,117,252,285,0.536,64.2,0.741
2022-04-04 10:18:18,720524,2022-04-04,10:18:18,F,35,139,242,420,0.426,75.1,0.741
2022-04-04 10:18:28,730829,2022-04-04,10:18:28,F,36,153,228,625,0.329,86.4,0.741
2022-04-04 10:18:31,733762,2022-04-04,10:18:31,SLCE,,Light Curve end ,,,,,
2022-04-04 10:19:02,764042,2022-04-04,10:19:01,SLCS,,Light Curve start ,,,,,
2022-04-04 10:19:02,764042,2022-04-04,10:19:01,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 33.463 ) ",,,,,
2022-04-04 10:19:02,764042,2022-04-04,10:19:01,REG2,,"#1: alpha: 0.288, ETRm: 33.514, Ik: 116.409 ",,,,,
2022-04-04 10:19:03,765719,2022-04-04,10:19:03,FO,37,109,484,0,0.775,0,0.775
2022-04-04 10:19:14,776016,2022-04-04,10:19:13,F,38,187,460,45,0.593,11.2,0.775
2022-04-04 10:19:24,786313,2022-04-04,10:19:23,F,39,183,448,66,0.592,16.4,0.775
2022-04-04 10:19:34,796614,2022-04-04,10:19:34,F,40,179,441,90,0.594,22.5,0.775
2022-04-04 10:19:44,806913,2022-04-04,10:19:44,F,41,199,419,125,0.525,27.6,0.775
2022-04-04 10:19:55,817211,2022-04-04,10:19:54,F,42,229,374,190,0.388,31,0.775
2022-04-04 10:20:05,827512,2022-04-04,10:20:05,F,43,225,309,285,0.272,32.6,0.775
2022-04-04 10:20:15,837814,2022-04-04,10:20:15,F,44,209,254,420,0.177,31.2,0.775
2022-04-04 10:20:26,848106,2022-04-04,10:20:25,F,45,184,213,625,0.136,35.7,0.775
2022-04-04 10:20:29,851072,2022-04-04,10:20:28,SLCE,,Light Curve end ,,,,,
2022-04-04 10:22:09,951262,2022-04-04,10:22:08,SLCS,,Light Curve start ,,,,,
2022-04-04 10:22:09,951262,2022-04-04,10:22:08,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 50.333 ) ",,,,,
2022-04-04 10:22:09,951262,2022-04-04,10:22:08,REG2,,"#1: alpha: 0.252, ETRm: 50.710, Ik: 200.918 ",,,,,
2022-04-04 10:22:11,952992,2022-04-04,10:22:10,FO,46,123,442,0,0.722,0,0.722
2022-04-04 10:22:21,963293,2022-04-04,10:22:20,F,47,188,439,45,0.572,10.8,0.722
2022-04-04 10:22:31,973592,2022-04-04,10:22:31,F,48,185,426,66,0.566,15.7,0.722
2022-04-04 10:22:41,983888,2022-04-04,10:22:41,F,49,177,411,90,0.569,21.5,0.722
2022-04-04 10:22:52,994185,2022-04-04,10:22:51,F,50,178,398,125,0.553,29,0.722
2022-04-04 10:23:02,1004486,2022-04-04,10:23:02,F,51,192,370,190,0.481,38.4,0.722
2022-04-04 10:23:12,1014792,2022-04-04,10:23:12,F,52,200,314,285,0.363,43.5,0.722
2022-04-04 10:23:23,1025081,2022-04-04,10:23:22,F,53,184,250,420,0.264,46.6,0.722
2022-04-04 10:23:33,1035388,2022-04-04,10:23:32,F,54,161,202,625,0.203,53.3,0.722
2022-04-04 10:23:36,1038172,2022-04-04,10:23:35,SLCE,,Light Curve end ,,,,,
2022-04-04 10:24:15,1076960,2022-04-04,10:24:14,SLCS,,Light Curve start ,,,,,
2022-04-04 10:24:15,1076960,2022-04-04,10:24:14,REG1,,"#1: alpha: 0.283, ETRm: 93.558, Ik: 330.298   ( beta: 0.905, ETRmPot: 936.745 ) ",,,,,
2022-04-04 10:24:15,1076960,2022-04-04,10:24:14,REG2,,"#1: alpha: 0.250, ETRm: 93.586, Ik: 375.076 ",,,,,
2022-04-04 10:24:16,1078673,2022-04-04,10:24:16,FO,55,64,261,0,0.755,0,0.755
2022-04-04 10:24:27,1088974,2022-04-04,10:24:26,F,56,124,311,45,0.601,11.4,0.755
2022-04-04 10:24:37,1099271,2022-04-04,10:24:36,F,57,125,303,66,0.587,16.3,0.755
2022-04-04 10:24:47,1109576,2022-04-04,10:24:47,F,58,119,287,90,0.585,22.1,0.755
2022-04-04 10:24:57,1119874,2022-04-04,10:24:57,F,59,117,276,125,0.576,30.2,0.755
2022-04-04 10:25:08,1130175,2022-04-04,10:25:07,F,60,113,262,190,0.569,45.4,0.755
2022-04-04 10:25:18,1140469,2022-04-04,10:25:18,F,61,117,234,285,0.5,59.9,0.755
2022-04-04 10:25:28,1150769,2022-04-04,10:25:28,F,62,129,220,420,0.414,73,0.755
2022-04-04 10:25:39,1161064,2022-04-04,10:25:38,F,63,126,190,625,0.337,88.5,0.755
2022-04-04 10:25:42,1164137,2022-04-04,10:25:41,SLCE,,Light Curve end ,,,,,
2022-04-04 10:27:21,1263525,2022-04-04,10:27:21,SLCS,,Light Curve start ,,,,,
2022-04-04 10:27:21,1263525,2022-04-04,10:27:21,REG1,,"#1: alpha: 0.294, ETRm: 79.534, Ik: 270.904   ( beta: 3.413, ETRmPot: 2620.445 ) ",,,,,
2022-04-04 10:27:21,1263525,2022-04-04,10:27:21,REG2,,"#1: alpha: 0.256, ETRm: 80.731, Ik: 314.780 ",,,,,
2022-04-04 10:27:23,1265248,2022-04-04,10:27:22,FO,64,76,294,0,0.741,0,0.741
2022-04-04 10:27:33,1275553,2022-04-04,10:27:33,F,65,116,277,45,0.581,11,0.741
2022-04-04 10:27:43,1285852,2022-04-04,10:27:43,F,66,109,260,66,0.581,16.1,0.741
2022-04-04 10:27:54,1296145,2022-04-04,10:27:53,F,67,99,241,90,0.589,22.3,0.741
2022-04-04 10:28:04,1306444,2022-04-04,10:28:04,F,68,92,225,125,0.591,31,0.741
2022-04-04 10:28:14,1316746,2022-04-04,10:28:14,F,69,91,207,190,0.56,44.7,0.741
2022-04-04 10:28:25,1327049,2022-04-04,10:28:24,F,70,87,167,285,0.479,57.3,0.741
2022-04-04 10:28:35,1337340,2022-04-04,10:28:34,F,71,75,124,420,0.395,69.7,0.741
2022-04-04 10:28:45,1347645,2022-04-04,10:28:45,F,72,66,94,625,0.298,78.2,0.741
